ID,Titre,Scenario,Reference_Regle,Application_Regle,Commentaires,Image,URL
325,Overtaking situation (relative bearing of overtaking vessel is PORT 160°) - stand-on vessel is making 360° turn to starboard,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel B has vessel A on her own port side (relative bearing PORT 160°) Vessel A which is required to keep out of the way is not taking appropriate action in compliance with these Rules Vessel B which is the stand-on vessel is making 360° turn to starboard to avoid collision,Rule 13 (Overtaking situation) Rule 17 (Action by stand-on vessel),"In accordance with Rule 13 (b) (Overtaking situation), a vessel (vessel A) shall be deemed to be overtaking when coming up with another vessel (vessel B) from a direction more than 22.5 degrees abaft her beam. In accordance with Rule 13 (a) (Overtaking situation), notwithstanding anything contained in the Rules of Part B, sections I and II, any vessel overtaking (vessel A) any other vessel (vessel B) shall keep out of the way of the vessel being overtaken (vessel B). In accordance with Rule 13 (d) (Overtaking situation), any subsequent alteration of the bearing between the two vessels shall not make the overtaking vessel (vessel A) a crossing vessel within the meaning of these Rules or relieve her (vessel A) of the duty of keeping clear of the overtaken vessel (vessel B) until she is finally past and clear. In accordance with Rule 17 (a)(ii) (Action by stand-on vessel), the vessel which shall keep her course and speed (vessel B) may take action to avoid collision by her manoeuvre alone, as soon as it becomes apparent to her that the vessel required to keep out of the way (vessel A) is not taking appropriate action in compliance with these Rules. In accordance with Rule 17 (b) (Action by stand-on vessel), when from any cause, the vessel required to keep her course and speed (vessel B) finds herself so close that collision cannot be avoided by the action of the give-way vessel alone (vessel A), she (vessel B) shall take such action as will best aid to avoid collision. In accordance with Rule 17 (d) (Action by stand-on vessel), Rule 17 does not relieve the give-way vessel (vessel A) of her obligation to keep out of the way.",,scenario_325.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=325
326,Overtaking situation (relative bearing of overtaking vessel is PORT 160°) - stand-on vessel is reducing speed,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel B has vessel A on her own port side (relative bearing PORT 160°) Vessel A which is required to keep out of the way is not taking appropriate action in compliance with these Rules Vessel B which is the stand-on vessel is reducing speed to avoid collision,Rule 13 (Overtaking situation) Rule 17 (Action by stand-on vessel),"In accordance with Rule 13 (b) (Overtaking situation), a vessel (vessel A) shall be deemed to be overtaking when coming up with another vessel (vessel B) from a direction more than 22.5 degrees abaft her beam. In accordance with Rule 13 (a) (Overtaking situation), notwithstanding anything contained in the Rules of Part B, sections I and II, any vessel overtaking (vessel A) any other vessel (vessel B) shall keep out of the way of the vessel being overtaken (vessel B). In accordance with Rule 13 (d) (Overtaking situation), any subsequent alteration of the bearing between the two vessels shall not make the overtaking vessel (vessel A) a crossing vessel within the meaning of these Rules or relieve her (vessel A) of the duty of keeping clear of the overtaken vessel (vessel B) until she is finally past and clear. In accordance with Rule 17 (a)(ii) (Action by stand-on vessel), the vessel which shall keep her course and speed (vessel B) may take action to avoid collision by her manoeuvre alone, as soon as it becomes apparent to her that the vessel required to keep out of the way (vessel A) is not taking appropriate action in compliance with these Rules. In accordance with Rule 17 (b) (Action by stand-on vessel), when from any cause, the vessel required to keep her course and speed (vessel B) finds herself so close that collision cannot be avoided by the action of the give-way vessel alone (vessel A), she (vessel B) shall take such action as will best aid to avoid collision. In accordance with Rule 17 (d) (Action by stand-on vessel), Rule 17 does not relieve the give-way vessel (vessel A) of her obligation to keep out of the way.",,scenario_326.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=326
327,Crossing situation (relative bearing PORT 070°) - stand-on vessel is making 360° turn to starboard,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are crossing so as to involve risk of collision Vessel B has vessel A on her own port side (relative bearing PORT 070°) Vessel A which is required to keep out of the way is not taking appropriate action in compliance with these Rules Vessel B which is the stand-on vessel is making a 360° turn to starboard to avoid collision,Rule 15 (Crossing situation) Rule 17 (Action by stand-on vessel),"In accordance with Rule 15 (Crossing situation), when two power-driven vessels are crossing so as to involve risk of collision , the vessel (vessel A) which has the other (vessel B) on her own starboard side shall keep out of the way. In accordance with Rule 15 (Crossing situation), vessel A shall, if the circumstances of the case admit, avoid crossing ahead of the vessel B. In accordance with Rule 17 (a)(ii) (Action by stand-on vessel), the vessel which shall keep her course and speed (vessel B) may take action to avoid collision by her manoeuvre alone, as soon as it becomes apparent to her that the vessel required to keep out of the way (vessel A) is not taking appropriate action in compliance with these Rules. In accordance with Rule 17 (b) (Action by stand-on vessel), when from any cause, the vessel required to keep her course and speed (vessel B) finds herself so close that collision cannot be avoided by the action of the give-way vessel alone (vessel A), she (vessel B) shall take such action as will best aid to avoid collision. In accordance with Rule 17 (c) (Action by stand-on vessel), a power-driven vessel which takes action (vessel B) in a crossing situation in accordance with Rule 17 (a)(ii) to avoid collision with another power-driven vessel (vessel A) shall, if the circumstances of the case admit, not alter course to port for a vessel on her own port side. In accordance with Rule 17 (d) (Action by stand-on vessel), Rule 17 does not relieve the give-way vessel (vessel A) of her obligation to keep out of the way.",,scenario_327.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=327
328,Crossing situation (relative bearing PORT 070°) - stand-on vessel is altering course to parallel and reducing speed,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are crossing so as to involve risk of collision Vessel B has vessel A on her own port side (relative bearing PORT 070°) Vessel A which is required to keep out of the way is not taking appropriate action in compliance with these Rules Vessel B which is the stand-on vessel is altering her course to starboard to approximately parallel course with vessel A and reducing her speed to avoid collision,Rule 15 (Crossing situation) Rule 17 (Action by stand-on vessel),"In accordance with Rule 15 (Crossing situation), when two power-driven vessels are crossing so as to involve risk of collision , the vessel (vessel A) which has the other (vessel B) on her own starboard side shall keep out of the way. In accordance with Rule 15 (Crossing situation), vessel A shall, if the circumstances of the case admit, avoid crossing ahead of the vessel B. In accordance with Rule 17 (a)(ii) (Action by stand-on vessel), the vessel which shall keep her course and speed (vessel B) may take action to avoid collision by her manoeuvre alone, as soon as it becomes apparent to her that the vessel required to keep out of the way (vessel A) is not taking appropriate action in compliance with these Rules. In accordance with Rule 17 (b) (Action by stand-on vessel), when from any cause, the vessel required to keep her course and speed (vessel B) finds herself so close that collision cannot be avoided by the action of the give-way vessel alone (vessel A), she (vessel B) shall take such action as will best aid to avoid collision. In accordance with Rule 17 (c) (Action by stand-on vessel), a power-driven vessel which takes action (vessel B) in a crossing situation in accordance with Rule 17 (a)(ii) to avoid collision with another power-driven vessel (vessel A) shall, if the circumstances of the case admit, not alter course to port for a vessel on her own port side. In accordance with Rule 17 (d) (Action by stand-on vessel), Rule 17 does not relieve the give-way vessel (vessel A) of her obligation to keep out of the way.",,scenario_328.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=328
329,Crossing situation (relative bearing PORT 070°) - stand-on vessel is reducing speed,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are crossing so as to involve risk of collision Vessel B has vessel A on her own port side (relative bearing PORT 070°) Vessel A which is required to keep out of the way is not taking appropriate action in compliance with these Rules Vessel B which is the stand-on vessel is reducing speed to avoid collision,Rule 15 (Crossing situation) Rule 17 (Action by stand-on vessel),"In accordance with Rule 15 (Crossing situation), when two power-driven vessels are crossing so as to involve risk of collision , the vessel (vessel A) which has the other (vessel B) on her own starboard side shall keep out of the way. In accordance with Rule 15 (Crossing situation), vessel A shall, if the circumstances of the case admit, avoid crossing ahead of the vessel B. In accordance with Rule 17 (a)(ii) (Action by stand-on vessel), the vessel which shall keep her course and speed (vessel B) may take action to avoid collision by her manoeuvre alone, as soon as it becomes apparent to her that the vessel required to keep out of the way (vessel A) is not taking appropriate action in compliance with these Rules. In accordance with Rule 17 (b) (Action by stand-on vessel), when from any cause, the vessel required to keep her course and speed (vessel B) finds herself so close that collision cannot be avoided by the action of the give-way vessel alone (vessel A), she (vessel B) shall take such action as will best aid to avoid collision. In accordance with Rule 17 (c) (Action by stand-on vessel), a power-driven vessel which takes action (vessel B) in a crossing situation in accordance with Rule 17 (a)(ii) to avoid collision with another power-driven vessel (vessel A) shall, if the circumstances of the case admit, not alter course to port for a vessel on her own port side. In accordance with Rule 17 (d) (Action by stand-on vessel), Rule 17 does not relieve the give-way vessel (vessel A) of her obligation to keep out of the way.",,scenario_329.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=329
333,A power-driven vessel towing alongside - lights,Type of vessel: Power-driven vessel towing alongside Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 24 (Towing and pushing),"In accordance with Rule 24 (c) (Towing and pushing), a power-driven vessel when towing alongside, except in the case of a composite unit, shall exhibit: (i) instead of the light prescribed in Rule 23 (a)(i) or (a)(ii) (Power-driven vessels underway ), two masthead lights in a vertical line; (ii) sidelights ; (iii) a sternlight . In accordance with Rule 24 (f)(ii) (Towing and pushing), a vessel being towed alongside shall exhibit a sternlight and at the forward end, sidelights .",,scenario_333.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=333
335,A vessel engaged on pilotage duty underway - signs,Type of vessel: Vessel engaged on pilotage duty underway Time of the day: Daytime,Rule 29 (Pilot vessels),,"There are no shapes prescribed for vessel engaged on pilotage duty, however it is common that pilot vessel exhibit International Code flag “H” and/or have letter “P” or word “PILOT” painted on its hull or superstructure.",scenario_335.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=335
336,A power-driven vessel pushing ahead - lights,Type of vessel: Power-driven vessel pushing ahead Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 24 (Towing and pushing),"In accordance with Rule 24 (c) (Towing and pushing), a power-driven vessel when pushing ahead, except in the case of a composite unit, shall exhibit: (i) instead of the light prescribed in Rule 23 (a)(i) or (a)(ii) (Power-driven vessels underway ), two masthead lights in a vertical line; (ii) sidelights ; (iii) a sternlight . In accordance with Rule 24 (f)(i) (Towing and pushing), a vessel being pushed ahead, not being part of a composite unit, shall exhibit at the forward end, sidelights .",,scenario_336.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=336
337,"A power-driven vessel towing partly submerged vessel with breadth under 25 m and length under 100 m, length of the tow under 200 m - lights","Type of vessel: Power-driven vessel towing partly submerged vessel of less than 25 m in breadth and its length does not exceed 100 m, length of the tow does not exceed 200 m Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility",Rule 24 (Towing and pushing),"In accordance with Rule 24 (a) (Towing and pushing), a power-driven vessel when towing shall exhibit: (i) instead of the light prescribed in Rule 23 (a)(i) or (a)(ii) (Power-driven vessels underway ), two masthead lights in a vertical line; (ii) sidelights ; (iii) a sternlight ; (iv) a towing light in a vertical line above the sternlight . In accordance with Rule 24 (g)(i) (Towing and pushing),an inconspicuous, partly submerged vessel being towed, shall exhibit one all-round white light at or near the forward end and one at or near the after end.",,scenario_337.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=337
338,"A power-driven vessel towing partly submerged dracone with breadth under 25 m and length under 100 m, length of the tow under 200 m - lights","Type of vessel: Power-driven vessel towing partly submerged dracone of less than 25 m in breadth and its length does not exceed 100 m, length of the tow does not exceed 200 m Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility",Rule 24 (Towing and pushing),"In accordance with Rule 24 (a) (Towing and pushing), a power-driven vessel when towing shall exhibit: (i) instead of the light prescribed in Rule 23 (a)(i) or (a)(ii) (Power-driven vessels underway ), two masthead lights in a vertical line; (ii) sidelights ; (iii) a sternlight ; (iv) a towing light in a vertical line above the sternlight . In accordance with Rule 24 (g)(i) (Towing and pushing), an inconspicuous, partly submerged dracone being towed, shall exhibit one all-round white light at or near the after end. In accordance with Rule 24 (g)(i) (Towing and pushing), dracones need not exhibit an all-round white light near the forward end but may do so.",,scenario_338.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=338
339,"A power-driven vessel towing partly submerged vessel with breadth over 25 m and length over 100 m, length of the tow over 200 m - lights","Type of vessel: Power-driven vessel towing an incospicuous, partly submerged vessel with breadth of more than 25 m and length exceeding 100 m, length of the tow exceeds 200 m Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility",Rule 24 (Towing and pushing),"In accordance with Rule 24 (a) (Towing and pushing), a power-driven vessel when towing shall exhibit: (i) instead of the light prescribed in Rule 23 (a)(i) or (a)(ii) (Power-driven vessels underway ), three masthead lights in a vertical line; (ii) sidelights ; (iii) a sternlight ; (iv) a towing light in a vertical line above the sternlight . In accordance with Rule 24 (g) (Towing and pushing), an inconspicuous, partly submerged vessel being towed, shall exhibit: (i) one all-round white light at or near the forward end and one at or near the after end; (ii) two additional all-round white lights at or near the extremities of its breadth; (iii) additional all-round white lights between the lights prescribed in sub-paragraphs (i) and (ii) so that the distance between the lights shall not exceed 100 m.",,scenario_339.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=339
340,"A power-driven vessel towing inconspicuous, partly submerged vessel, length of the tow over 200 m - shapes","Type of vessel: Power-driven vessel towing an inconspicuous, partly submerged vessel, length of the tow exceeds 200 m Time of the day: Daytime",Rule 24 (Towing and pushing),"In accordance with Rule 24 (a)(v) (Towing and pushing), a power-driven vessel when towing shall exhibit a diamond shape where it can best be seen. In accordance with Rule 24 (g)(iv) (Towing and pushing), an inconspicuous, partly submerged vessel being towed, shall exhibit a diamond shape at or near the aftermost extremity of vessel being towed and an additional diamond shape where it can best be seen and located as far forward as is practicable.",,scenario_340.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=340
341,"A power-driven vessel towing inconspicuous, partly submerged vessel, length of the tow under 200 m - shapes","Type of vessel: Power-driven vessel towing an inconspicuous, partly submerged vessel, length of the tow does not exceed 200 m Time of the day: Daytime",Rule 24 (Towing and pushing),"In accordance with Rule 24 (g)(iv) (Towing and pushing), an inconspicuous, partly submerged vessel being towed, shall exhibit a diamond shape at or near the aftermost extremity of vessel being towed.",,scenario_341.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=341
342,A power-driven vessel towing alongside a group of vessels - lights,Type of vessel: Power-driven vessel towing alongside a group of vessels Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 24 (Towing and pushing),"In accordance with Rule 24 (c) (Towing and pushing), a power-driven vessel when towing alongside, except in the case of a composite unit, shall exhibit: (i) instead of the light prescribed in Rule 23 (a)(i) or (a)(ii) (Power-driven vessels underway ), two masthead lights in a vertical line; (ii) sidelights ; (iii) a sternlight . In accordance with Rule 24 (f)(ii) (Towing and pushing), vessels being towed alongside in a group shall be lighted as one vessel and shall exhibit a sternlight and at the forward end, sidelights .",,scenario_342.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=342
343,A power-driven vessel pushing ahead a group of vessels - lights,Type of vessel: Power-driven vessel pushing ahead a group of vessels Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 24 (Towing and pushing),"In accordance with Rule 24 (c) (Towing and pushing), a power-driven vessel when pushing ahead, except in the case of a composite unit, shall exhibit: (i) instead of the light prescribed in Rule 23 (a)(i) or (a)(ii) (Power-driven vessels underway ), two masthead lights in a vertical line; (ii) sidelights ; (iii) a sternlight . In accordance with Rule 24 (f)(i) (Towing and pushing), vessels being pushed ahead in a group shall be lighted as one vessel and shall exhibit at the forward end, sidelights .",,scenario_343.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=343
344,"A vessel engaged in underwater operations (restricted in her ability to manoeuvre, making way through the water, an obstruction exists on her port side) - lights","Type of vessel: Vessel engaged in underwater operations, when restricted in her ability to manoeuvre, making way through the water and an obstruction exists on her port side Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility",Rule 27 (Vessels not under command or restricted in their ability to manoeuvre),"In accordance with Rule 27 (d) (Vessels not under command or restricted in their ability to manoeuvre), a vessel engaged in underwater operations, when restricted in her ability to manoeuvre, shall exhibit the lights prescribed in Rule 27 (b)(i) and (iii) and shall in addition, when an obstruction exists, exhibit: (i) two all-round red lights in a vertical line to indicate the side on which the obstruction exists; (ii) two all-round green lights in a vertical line to indicate the side on which another vessel may pass. In accordance with Rule 27 (b) (Vessels not under command or restricted in their ability to manoeuvre), a vessel restricted in her ability to manoeuvre , except a vessel engaged in mine clearance operations, shall exhibit: (i) three all-round lights in a vertical line where they can best be seen. The highest and lowest of these lights shall be red and the middle light shall be white; (iii) a masthead light or lights, sidelights and a sternlight .",,scenario_344.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=344
345,"A vessel engaged in underwater operations (restricted in her ability to manoeuvre, not making way through the water, an obstruction exists on her port side) - lights","Type of vessel: Vessel engaged in underwater operations, when restricted in her ability to manoeuvre, not making way through the water and an obstruction exists on her port side Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility",Rule 27 (Vessels not under command or restricted in their ability to manoeuvre),"In accordance with Rule 27 (d) (Vessels not under command or restricted in their ability to manoeuvre), a vessel engaged in underwater operations, when restricted in her ability to manoeuvre, shall exhibit the lights prescribed in Rule 27 (b)(i) and shall in addition, when an obstruction exists, exhibit: (i) two all-round red lights in a vertical line to indicate the side on which the obstruction exists; (ii) two all-round green lights in a vertical line to indicate the side on which another vessel may pass. In accordance with Rule 27 (b)(i) (Vessels not under command or restricted in their ability to manoeuvre), a vessel restricted in her ability to manoeuvre , except a vessel engaged in mine clearance operations, shall exhibit three all-round lights in a vertical line where they can best be seen. The highest and lowest of these lights shall be red and the middle light shall be white.",,scenario_345.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=345
346,"A vessel engaged in underwater operations (restricted in her ability to manoeuvre, at anchor, an obstruction exists on her port side) - lights","Type of vessel: Vessel engaged in underwater operations, when restricted in her ability to manoeuvre, at anchor and an obstruction exists on her port side Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility",Rule 27 (Vessels not under command or restricted in their ability to manoeuvre),"In accordance with Rule 27 (d) (Vessels not under command or restricted in their ability to manoeuvre), a vessel engaged in underwater operations, when restricted in her ability to manoeuvre, shall exhibit the lights prescribed in Rule 27 (b)(i) and shall in addition, when an obstruction exists, exhibit: (iii) when at anchor, the lights prescribed in subparagraphs (i) and (ii) instead of the lights prescribed in Rule 30 (Anchored vessels and vessels aground); (i) two all-round red lights in a vertical line to indicate the side on which the obstruction exists; (ii) two all-round green lights in a vertical line to indicate the side on which another vessel may pass. In accordance with Rule 27 (b)(i) (Vessels not under command or restricted in their ability to manoeuvre), a vessel restricted in her ability to manoeuvre , except a vessel engaged in mine clearance operations, shall exhibit three all-round lights in a vertical line where they can best be seen. The highest and lowest of these lights shall be red and the middle light shall be white.",,scenario_346.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=346
347,Overtaking situation in traffic separation scheme,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: Traffic separation scheme Visibility: Good (Vessels in sight of one another) Vessel A is overtaking vessel B,Rule 10 (Traffic separation schemes) Rule 13 (Overtaking situation) Rule 16 (Action by give-way vessel),"In accordance with Rule 10 (a) (Traffic separation schemes), Rule 10 applies to traffic separation schemes adopted by the Organization and does not relieve any vessel of her obligation under any other rule. In accordance with Rule 10 (b)(i) (Traffic separation schemes), a vessel using a traffic separation scheme shall proceed in the appropriate traffic lane in the general direction of traffic flow for that lane. In accordance with Rule 13 (a) (Overtaking), notwithstanding anything contained in the Rules of part B, sections I and II, any vessel overtaking (vessel A) any other (vessel B) shall keep out of the way of the vessel being overtaken (vessel B). In accordance with Rule 16 (Action by give-way vessel), every vessel (vessel A) which is directed to keep out of the way of another vessel (vessel B) shall, so far as possible, take early and substantial action to keep well clear.",,scenario_347.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=347
348,Crossing situation in traffic separation scheme (vessel A using traffic separation scheme has vessel B on her own starboard side),Vessel A: power-driven vessel using traffic separation scheme Vessel B: power-driven vessel of 20 m or more in length crossing traffic separation scheme Area: Traffic separation scheme Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are crossing so as to involve risk of collision Vessel A has vessel B on her own starboard side,Rule 10 (Traffic separation schemes) Rule 15 (Crossing situation) Rule 16 (Action by give-way vessel),"In accordance with Rule 10 (c) (Traffic separation scheme), a vessel (vessel B) shall so far as practicable avoid crossing traffic lanes, but if obliged to do so shall cross on a heading as nearly as practicable at right angles to the general direction of traffic flow. In accordance with Rule 15 (Crossing situation), when two power-driven vessels are crossing so as to involve risk of collision , the vessel (vessel A) which has the other (vessel B) on her own starboard side shall keep out of the way. In accordance with Rule 15 (Crossing situation), vessel A shall, if the circumstances of the case admit, avoid crossing ahead of vessel B. In accordance with Rule 16 (Action by give-way vessel), every vessel (vessel A) which is directed to keep out of the way of another vessel (vessel B) shall, so far as possible, take early and substantial action to keep well clear.",,scenario_348.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=348
349,Crossing situation in traffic separation scheme (vessel A using traffic separation scheme has vessel B on her own port side),Vessel A: power-driven vessel using traffic separation scheme Vessel B: power-driven vessel of 20 m or more in length crossing traffic separation scheme Area: Traffic separation scheme Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are crossing so as to involve risk of collision Vessel A has vessel B on her own port side,Rule 10 (Traffic separation schemes) Rule 15 (Crossing situation) Rule 16 (Action by give-way vessel),"In accordance with Rule 10 (c) (Traffic separation scheme), a vessel (vessel B) shall so far as practicable avoid crossing traffic lanes, but if obliged to do so shall cross on a heading as nearly as practicable at right angles to the general direction of traffic flow. In accordance with Rule 15 (Crossing situation), when two power-driven vessels are crossing so as to involve risk of collision , the vessel (vessel B) which has the other (vessel A) on her own starboard side shall keep out of the way. In accordance with Rule 15 (Crossing situation), vessel B shall, if the circumstances of the case admit, avoid crossing ahead of vessel A. In accordance with Rule 16 (Action by give-way vessel), every vessel (vessel B) which is directed to keep out of the way of another vessel (vessel A) shall, so far as possible, take early and substantial action to keep well clear.",,scenario_349.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=349
350,A power-driven vessel underway shall keep out of the way of a vessel not under command,Vessel A: Power-driven vessel underway Vessel B: Vessel not under command Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are crossing so as to involve risk of collision Vessel A has vessel B on her own port side (relative bearing PORT 070°) Vessel B is exhibiting signals in compliance with Rule 27 (Vessels not under command or restricted in their ability to manoeuvre),Rule 18 (Responsibilities between vessels) Rule 16 (Action by give-way vessel),"In accordance with Rule 18 (a)(i) (Responsibilities between vessels), except where Rule 9 ( Narrow channels ), Rule 10 (Traffic separation schemes) and Rule 13 (Overtaking) otherwise require, a power-driven vessel underway (vessel A) shall keep out of the way of a vessel not under command (vessel B). In accordance with Rule 16 (Action by give-way vessel), every vessel (vessel A) which is directed to keep out of the way of another vessel (vessel B) shall, so far as possible, take early and substantial action to keep well clear.","In accordance with Rule 18 (a) (Responsibilities between vessels), except where Rule 9 ( Narrow channels ), Rule 10 (Traffic separation schemes) and Rule 13 (Overtaking) otherwise require, a power-driven vessel underway shall also keep out of the way of: (ii) a vessel restricted in her ability to manoeuvre ; (iii) a vessel engaged in fishing ; (iv) a sailing vessel .",scenario_350.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=350
351,Crossing situation (relative bearing STBD 070°) - making 360° turn to starboard,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A has vessel B on her own starboard side (relative bearing STBD 070°) Vessel A and vessel B are crossing so as to involve risk of collision Vessel A is making 360° turn to starboard to avoid collision with vessel B,Rule 15 (Crossing situation) Rule 16 (Action by give-way vessel),"In accordance with Rule 15 (Crossing situation), when two power-driven vessels are crossing so as to involve risk of collision , the vessel (vessel A) which has the other (vessel B) on her own starboard side shall keep out of the way. In accordance with Rule 15 (Crossing situation), vessel A shall, if the circumstances of the case admit, avoid crossing ahead of vessel B. In accordance with Rule 16 (Action by give-way vessel), every vessel (vessel A) which is directed to keep out of the way of another vessel (vessel B) shall, so far as possible, take early and substantial action to keep well clear.",,scenario_351.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=351
352,Crossing situation (relative bearing STBD 070°) - making 360° turn to port,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A has vessel B on her own starboard side (relative bearing STBD 070°) Vessel A and vessel B are crossing so as to involve risk of collision Vessel A is making 360° turn to port to avoid collision with vessel B,Rule 15 (Crossing situation) Rule 16 (Action by give-way vessel),"In accordance with Rule 15 (Crossing situation), when two power-driven vessels are crossing so as to involve risk of collision , the vessel (vessel A) which has the other (vessel B) on her own starboard side shall keep out of the way. In accordance with Rule 15 (Crossing situation), vessel A shall, if the circumstances of the case admit, avoid crossing ahead of vessel B. In accordance with Rule 16 (Action by give-way vessel), every vessel (vessel A) which is directed to keep out of the way of another vessel (vessel B) shall, so far as possible, take early and substantial action to keep well clear.",,scenario_352.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=352
353,Crossing situation (relative bearing STBD 070°) - altering course to parallel and reducing speed,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A has vessel B on her own starboard side (relative bearing STBD 070°) Vessel A and vessel B are crossing so as to involve risk of collision Vessel A is altering her course to port to approximately parallel course with vessel B and reducing her speed to avoid collision,Rule 15 (Crossing situation) Rule 16 (Action by give-way vessel),"In accordance with Rule 15 (Crossing situation), when two power-driven vessels are crossing so as to involve risk of collision , the vessel (vessel A) which has the other (vessel B) on her own starboard side shall keep out of the way. In accordance with Rule 15 (Crossing situation), vessel A shall, if the circumstances of the case admit, avoid crossing ahead of vessel B. In accordance with Rule 16 (Action by give-way vessel), every vessel (vessel A) which is directed to keep out of the way of another vessel (vessel B) shall, so far as possible, take early and substantial action to keep well clear.",,scenario_353.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=353
354,Crossing situation (relative bearing STBD 070°) - reducing speed,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A has vessel B on her own starboard side (relative bearing STBD 070°) Vessel A and vessel B are crossing so as to involve risk of collision Vessel A is reducing speed to avoid collision with vessel B,Rule 15 (Crossing situation) Rule 16 (Action by give-way vessel),"In accordance with Rule 15 (Crossing situation), when two power-driven vessels are crossing so as to involve risk of collision , the vessel (vessel A) which has the other (vessel B) on her own starboard side shall keep out of the way. In accordance with Rule 15 (Crossing situation), vessel A shall, if the circumstances of the case admit, avoid crossing ahead of vessel B. In accordance with Rule 16 (Action by give-way vessel), every vessel (vessel A) which is directed to keep out of the way of another vessel (vessel B) shall, so far as possible, take early and substantial action to keep well clear.",,scenario_354.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=354
